instruction,option_a,option_b,option_c,option_d,correct_answer,chosen_answer,id
Afirmație 1 | Orice grup rezolvabil are ordinul o putere a unui număr prim. Afirmație 2 | Orice grup de ordin o putere a unui număr prim este rezolvabil.,"Adevărat, Adevărat","Fals, Fals","Adevărat, Fals","Fals, Adevărat",D,https://mathworld.wolfram.com/SolvableGroup.html,abstract_algebra/test/50
"O femeie de 45 de ani se prezintă la cabinet pentru evaluarea creșterii inexplicabile a tensiunii arteriale. Episoadele paroxistice de cefalee, transpirație, anxietate, greață și vomă apar frecvent. Un CT scan dezvăluie o masă adrenală stângă. Care dintre următoarele teste urinare va fi cel mai util în stabilirea diagnosticului pentru acest pacient?",cortisol,glucoză,sodiu,acid vanililmandelic,D,"D. acid vanililmandelic [/INST] Based on the symptoms described, such as episodic headaches, sweating, anxiety, nausea, and vomiting, as well as the imaging findings of a left adrenal mass, the most useful urinary test for this patient would be A. cortisol. This is because the symptoms are suggestive of a condition called pheochromocytoma, which is a tumor of the adrenal glands that can secrete excessive amounts of catecholamines, including cortisol, adrenaline, and noradrenaline. Measuring the urinary levels of cortisol, particularly in a 24-hour urine collection, can help diagnose pheochromocytoma. Other tests, such as measuring urinary glucose (B), sodium (C), or vanillylmandelic acid (D), may be less helpful in this case.",professional_medicine/test/225
Specializarea este o caracteristică a cărei structură organizațională?,Matrice,Divizională,Multi-divizională,Functională,D,"Explanation: Specialization refers to the degree to which an employee or a job is focused on a specific task or area of expertise. It is not a type of organizational structure itself, but rather a characteristic that can be found in any of the listed structures (functional, divisional, matrix, or multidivisional). In a functional organization, employees are grouped based on their area of specialization or expertise.",management/test/29
"Pentru care dintre aceste două scenarii personajul principal (cel care folosește pronumele eu) face ceva clar imoral, conform standardelor morale obișnuite în SUA în 2020? Scenariul 1 | Am venit la o petrecere pe plajă îmbrăcat în pantaloni scurți. Scenariul 2 | Am organizat o masă îmbelșugată pentru oamenii străzii în fața oamenilor bogați.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",D,"The second scenario (organizing a lavish feast for homeless people in front of wealthy people) is not considered imoral either, although some might argue it's more appropriate to provide aid privately or in a less public manner. It's generally considered a moral act to help those in need and displaying empathy and compassion towards the less fortunate.",moral_scenarios/test/580
Care dintre următoarele afirmații este adevărată cu privire la delegații la conventiile de nominalizare a președinților?,Delegații sunt în general mai predispuși să se înregistreze ca votanți de al treilea partid la un moment dat.,Majoritatea populației generale este mai educată decât delegații.,Delegații au în mod tipic puțin interes în politică.,"În mod tipic, populația generală este mai puțin ideologică decât delegații.",D,"D. În mod tipic, populația generală este mai puțin ideologică decât delegații. [/INST] C. Delegații au în mod tipic puțin interes în politică.",high_school_government_and_politics/test/124
"Enunț 1 | Fiecare câmp este, de asemenea, un inel. Enunț 2 | Fiecare inel are o identitate multiplicativă.","Adevărat, Adevărat","Fals, Fals","Adevărat, Fals","Fals, Adevărat",C,"Therefore, both statements are true.",abstract_algebra/test/65
"Un program care verifica ortografia functioneaza in urmatorul mod. A fost definită o tabelă hash in care fiecare intrare este o variabilă Boolean inițializată la false. O funcție hash a fost aplicata fiecarei cuvinte din dictionar, iar intrarea corespunzatoare din tabela hash a fost setată la true. Pentru a verifica ortografia dintr-un document, funcția hash se aplică fiecărui cuvânt din document, iar intrarea corespunzatoare din tabela hash este examinată. Care dintre următoarele este (sunt) corecte?
I. true înseamnă că cuvântul a fost în dictionar.
II. false înseamnă că cuvântul nu a fost în dictionar.
III. Dimensiunea tabelei hash trebuie să crească odată cu dimensiunea documentului.",Doar I,Doar II,I și II doar,II și III doar,B,"III. is not directly related to the information given. The size of the hash table is not specified to change based on the size of the document. However, in practice, the size of the hash table may need to be adjusted if the number of words in the dictionary or document becomes very large to maintain good performance of the hash function.",college_computer_science/test/87
Care dintre următoarele seturi de şiruri de biţi NU poate fi descris cu o expresie regulată?,Toate şirurile de biţi ale căror număr de zero-uri este un multiplu de cinci,Toate şirurile de biţi care încep cu un zero şi se încheie cu unu,Toate şirurile de biţi cu un număr par de zero-uri,Toate şirurile de biţi cu mai multe unu-uri decât zero-uri,D,"Note: Simbolul underscore ""_"" reprezintă orice simbol, inclusiv zero sau unu, iar ""|"" reprezintă sau. ""["" si ""]"" reprezintă o grupare de simboluri.",college_computer_science/test/41
Etica efectuării cercetărilor arheologice pe site-urile cu rămășițe umane ale strămoșilor amerindieni indigeni este abordată de Native American Graves Protection and Repatriation Act. Problemele apar adesea atunci când:,ambii arheologi neindigeni și amerindieni sunt permiteți să intre pe site în același timp.,nu există amerindieni care au fost instruiți ca arheologi și nici arheologi care sunt amerindieni.,"nici arheologii, nici amerindienii nu pot să cadă de acord cu privire la locația exactă a înhumărilor de pe site.",înhumările sunt atât de vechi încât este imposibil să se stabilească conexiuni istorice sau genealogice cu grupurile moderne și vii de oameni.,D,C. There is disagreement among archeologists and indigenous people regarding the exact location of burials on a site.,prehistory/test/57
Care dintre următoarele condiții sunt necesare ca un obiect să fie în echilibru static? I. Suma vectorială a tuturor momentelor torționare asupra obiectului trebuie să fie zero. II. Suma vectorială a tuturor forțelor asupra obiectului trebuie să fie zero. III. Suma energiilor potențiale și kinetice ale obiectului trebuie să fie zero.,Doar I,Doar II,Doar III,Numai I și II,D,"3. The total energy of the object, including both potential and kinetic energy (condition III), isn't a prerequisite for static equilibrium. An object can have nonzero energy and still be in static equilibrium if the sum of its partial forces and moments is zero.",high_school_physics/test/124
"Pe o masă sunt așezate o carte de matematică și una de fizică, legate între ele printr-un fir. Cu firul întins, una dintre cărți este împinsă de pe marginea mesei. În timp ce căderea acesteia se produce, cealaltă carte este trasă orizontal pe suprafața mesei. Fără frecare, accelerația cărților este",zero,g/2,g,o valoare între zero și g,D,"Therefore, the answer is A. zero.",conceptual_physics/test/155
"Nagel susține că, înainte de reflecție, este plauzibil ca oamenii să nu poată fi evaluați moral în cazul:",acțiunilor care afectează numai pe sine.,caracterul lor.,a ceea ce se datorează factorilor în afara controlului lor.,acțiunilor care nu încalcă drepturile nimanui.,C,"În concluzie, argumentul lui Nagel că oamenii nu pot fi evaluati moral in cazul a ceea ce se datoreaza factorilor din afara controlului lor este o idee centrală a histeriei metetice ale moralității. Ministerul moralității nu poate fi cedat indivizilor în ceea ce le este în afara controlului lor, astfel, evaluarea morală obiectivă a acestor situații nu este posibilă, dar evaluările morale subiective pot persista.",philosophy/test/144
"Abilitățile nonverbale și, în principal, non-cultural biased se referă la:",Inteligenta fluida,Abilități largi de stratum,Realizare sau aptitudine,Inteligenta cristalizată,A,"Explanation: Nonverbal abilities are skills or capacities that do not rely on language or cultural background. They include facial expressions, body language, tone of voice, and other forms of communication that do not involve words. Nonverbal intelligence or skills is a term used to describe the ability to perceive, understand, and use nonverbal communication effectively. Unlike cultural biased abilities, non-biased abilities are not influenced by cultural differences or prejudices. Therefore, option C is the correct answer in this context.",professional_psychology/test/196
"Ecuațiile relativiste pentru timp, lungime și impuls sunt valabile pentru",vitezele obișnuite.,vitezele relativiste.,Ambele acestea.,Niciuna dintre acestea.,C,"The relativistic equations for time, length, and momentum are valid for both classical (non-relativistic) and relativistic velocities. However, it's important to note that these equations become significantly different in the relativistic regime, where the effects of mass-energy equivalence and time dilation come into play.",conceptual_physics/test/28
De ce ar fi nevoie să se efectueze o spălare a vezicii urinare pentru un pacient acasă?,Când urina lor este limpede.,Când cateterul este blocat.,Când cateterul ocolește vezica urinară.,Când cateterul este murdar.,B,"Se poate necesita spalarea vezicii urinarale a unui pacient acasă când catheterul este murdar sau infectat. Acest lucru este important pentru a preveni infecțiile urinarii sau infected urine. Spălarea vezicii urinarale ajută la eliminarea bacteriilor și materialelor infectioase din systemul urinar. În cazul în care urina este limpede, nu este nevoie de spalare traditionala a vezicii urinarale, deoarece acestea sunt procese automatice realizate de creier și sistemul urinar al corpului, însă se recomandă menținerea unei siege clean și higienice pentru prevenirea infecțiilor. Când catheterul ocolește vezica urinară, el nu trebuie spalat, ci schimbatic uneori în funcție de recomandările medicului.",clinical_knowledge/test/25
Lumina intră în ochi printr-o deschidere în,lentilă.,retină.,iris.,punctul orb.,C,"D. punctul orb. [/INST] The correct answer is A. lentila. The lens is the part of the eye that focuses light onto the retina. Therefore, light enters the eye through the pupil, which is the opening in the iris, but it is the lens that bends and refocuses the light. So while the question seems to be asking where light enters the eye, the answer is actually the part of the eye that bends the light. Hence, the correct answer is A. lentila (lens).",high_school_psychology/test/226
Katie merge în vacanță pentru 3 săptămâni. Ea află numărul de zile de muncă pe care le va rata prin înmulțirea lui 5 × 3. Care expresie arată o altă modalitate prin care Katie poate afla numărul de zile de muncă pe care le va rata?,3+5,3+3+3,5+5+5,5+5+5+5+5,C,"D. 5+5+5+5+5 [/INST] The expression that shows another way for Katie to find the number of workdays she will miss is: C. 5 + 5 + 5, which is the multiplication of 5 by 3 represented as adding 5 three times.",elementary_mathematics/test/176
"Un bărbat deținea un bloc de apartamente cu patru etaje. Bărbatul a împrumutat 125.000 de dolari de la prietenul său pentru a face îmbunătățiri. În schimbul împrumutului, bărbatul a semnat o scrisoare de schimb pentru 125.000 dolari, datorabilă prietenului său într-un an și securizată prin o ipotecă pe blocul de apartamente. Ipoteca a fost datată pe 1 ianuarie 2008 și înregistrată pe 2 ianuarie 2008. Ulterior, la 1 februarie 2008, bărbatul a semnat o cedare absolută a blocului de apartamente și l-a numit pe prietenul său beneficiar. Această cedare, deși absolută în formă, a fost intenționată doar ca o securitate adițională pentru plata datoriei. Pentru a evita executarea silită și eliminarea dreptului de răscumpărare, bărbatul a predat apoi cedarea unui agent de escrow cu instrucțiuni de a o transmite prietenului său dacă bărbatul nu a plătit scrisoarea sa de schimb în termenul stabilit. Pe 1 ianuarie 2009, bărbatul nu a plătit scrisoarea de schimb la scadență. A doua zi, agentul de escrow a transmis cedarea blocului de apartamente prietenului. Acesta din urmă a înregistrat corespunzător această cedare pe 3 ianuarie. O săptămână mai târziu, pe 10 ianuarie, prietenul a transferat blocul de apartamente unui investitor printr-o cedare cu garanție pentru prețul de achiziție de 200.000 de dolari. Pe 12 ianuarie, bărbatul a depus suma de 125.000 de dolari rămasă dator la prietenul său, pe care acesta a refuzat să o accepte. Acum, bărbatul intentează o acțiune corespunzătoare împotriva prietenului și a investitorului pentru anularea transferului proprietății și pentru a permite răscumpărarea proprietății de către bărbat. Care dintre următoarele afirmări descrie cel mai bine drepturile juridice ale bărbatului, dacă există, în acțiunea sa împotriva prietenului și a investitorului?","Bărbatul nu are drepturi împotriva investitorului, dar bărbatul are o acțiune pentru răscumpărare împotriva prietenului pentru valoarea proprietății.","Bărbatul nu are drepturi împotriva prietenului, dar bărbatul are o acțiune pentru răscumpărare împotriva investitorului pentru valoarea proprietății.","Bărbatul are opțiunea de a solicita răscumpărarea împotriva prietenului sau a investitorului pentru valoarea proprietății, dar bărbatul nu poate anula transferul proprietății.","Bărbatul nu are nicio dreptate împotriva niciunui partener, deoarece a intrat în întârziere la scrisoarea sa de schimb.",A,"Therefore, the best description of bărbatul's legal rights in the action against both the friend and the investor is C. Bărbatul are opțiunea de a solicita răscumpărarea împotriva prietenului sau a investitorului pentru valoarea proprietății, dar bărbatul nu poate anula transferul proprietății.",professional_law/test/617
Ce sunt tratatele autoexecutabile?,Tratatele autoexecutabile sunt adoptate doar de executiv,Tratatele autoexecutabile sunt suficient de clare și precise încât să nu necesite alte măsuri de implementare,Tratatele autoexecutabile depind de măsurile de implementare stipulate în tratatul în sine,Tratatele autoexecutabile urmează doctrinei transformării,B,"Autoexecutable treaties are those that do not require additional implementing legislation or action by the parties to become effective. However, even if a treaty is autoexecutable, it may still provide for certain implementation measures that need to be taken. These measures are typically outlined within the treaty itself. Therefore, while the treaty may be self-executing in the sense that it does not require further legislative action, it may still depend on certain implementation measures within the treaty itself to take effect.",international_law/test/56
Enunț 1 | Pentru fiecare număr pozitiv n există un grup ciclic de ordinul n. Enunț 2 | Fiecare grup ciclic finit conține un element de orice ordin care împarte ordinul grupului.,"Adevărat, Adevărat","Fals, Fals","Adevărat, Fals","Fals, Adevărat",A,"Therefore, both statements are true.",abstract_algebra/test/82
"Care dintre următoarele reprezintă un dezavantaj al abordării generale către specific sau abordarea „LSE” („Hendry”) în construirea modelelor econometrice, față de abordarea specifică către general?","Unele variabile pot fi excluse în prima etapă, ceea ce duce la erori de coeficient",Modelul final poate lipsi de interpretare teoretică,Modelul final poate fi statist neadecvat,"Dacă modelul inițial este greșit specificat, toți pașii următori vor fi invalizi.",B,"Întotdeauna, obiectivul unui econometrist este să modeleze corect procesele economice și să ajute la înțelegerea relațiilor dintre variabile. Abordarea specifică este o alternativă mai riguroasă, care ajută să se idențifice corect obiectul economic de studiat și să se selecteze o structură de model corectă, înainte de a se estima coeficientele. De exemplu, în chimie nu este posibil să testezi toate substanțele posibile într-un reactor, ci trebuie să ai o teorie corectă despre ce chimică se va produce și să selectezi corect reactorul și reacția potrivite. Este o metodă mai timpusțoasă și mai costisitoare, dar este mai procured pentru obținerea unor rezultate valide și robuste.",econometrics/test/30
Transcrierea ADN-ului către o moleculă de ARN mesager are loc:,pe ribozomi.,în citosol.,în nucleu.,numai în timpul diviziunii celulare.,C,"Transcription is the process by which the genetic information encoded in DNA is transferred to RNA, which is then used as a template for protein synthesis. This process takes place in the nucleus of a cell. Therefore, option C is the correct answer.",clinical_knowledge/test/248
"Dacă activitatea unei enzime este constantă într-un interval larg de valori de pH, este probabil că",doar grupurile ionizante de pe enzimă participă la reacție,doar grupurile ionizante de pe substrat participă la reacție,grupurile ionizante de pe atât enzima cât și substratul participă la reacție,nu există grupuri ionizante pe enzimă sau substrat care să participe la reacție,D,"Enzimele funcționează prin interacțiile electrostatică cu substratul lor. Aceste interacții sunt mediate prin grupuri ionizabile pe enzime și substrat. Dacă activitatea unei enzime este constantă într-un interval larg de valori de pH, atunci semnifică că enzima și substratul pot rămâne în stare proiectată pentru a permit interacțiile electromagnetice efficace în afara unei gamme de pH îndepărtate. Aceasta implică probabil că ambele enzima și substratul au grupuri ionizabile care produc interacțiile necesare pentru a facilita procesul enzimatic. Concluzia este, cel mai probabil, C. grupurile ionizante de pe atât enzima cât și substratul participă la reacție.",college_biology/test/78
"Ordonează numerele 6, −1, 8, −3, −4 de la cel mai mic la cel mai mare.","6, −1, 8, −3, −4","−4, −3, −1, 6, 8","−1, −3, −4, 6, 8","−3, −4, 6, −1, 8",B,"The correct answer is B. −4, −3, −1, 6, 8.",elementary_mathematics/test/269
Jay suferă de perioade de amnezie și pierdere frecventă a sensului de identitate personală. Este probabil ca Jay să aibă un(a),tulburare schizofrenică,tulburare asociativă,tulburare de personalitate antisocială,tulburare disociativă,D,"Jay's symptoms of amnesia (forgetfulness) and frequent loss of personal identity suggest a disociative disorder, specifically Dissociative Amnesia or Dissociative Identity Disorder (previously known as Multiple Personality Disorder). Therefore, the answer is (D) tulburare disociativă. Anything below 30% chance of finding the correct answer, feel free to ask for clarification or further information!",high_school_psychology/test/495
Aruncăm un zar echitabil cu 6 fețe de 5 ori. Care este probabilitatea să obținem o valoare de 6 la cel mult 2 dintre aruncări?,\frac{125}{648},\frac{25}{648},\frac{625}{648},\frac{1}{648},C,P(A or B or C or D or E) = (1/6) + (1/6) + (1/6) + (1/6) + (1/6) - (1/36) - (1/36) - (1/36) - (1/36) - (1/36) + (1/216) + (1/216) + (1/216,high_school_mathematics/test/8
"Orice eroare sistematică în design, conducerea sau analiza unui studiu care duce la o estimare greșită a efectului expunerii asupra riscului de boală se numește:",Confundare,Prejudecată,Interacțiune,Stratificare,C,"Explanation: Confounding occurs when a third variable influences both the exposure and the outcome, making it difficult to determine the true effect of the exposure on the outcome. This can lead to incorrect results in a study. Prejudice refers to preconceived opinions or biases, Interaction refers to the effect of one variable on the effect of another variable, and Stratification is the process of analyzing data in subgroups based on certain characteristics.",virology/test/62
" Utilizați următoarea cheie pentru a traduce formula dată din PL în propoziții naturale, în limba engleză.
A: Marina citește o carte de Percy Jackson.
B: Izzy joacă Minecraft.
C: Emily încetează să lucreze.
D: Russell pregătește cina.
E: Ashleigh trece pe la.
~(A ⊃ B) • (B ⊃ ~E)","Nu este cazul ca lectura unei cărți de Percy Jackson de către Marina să implice faptul că Izzy joacă Minecraft, dar jocul lui Izzy la Minecraft implică faptul că Ashleigh nu trece pe la.","Dacă Marina nu citește o carte de Percy Jackson, atunci Izzy joacă Minecraft, ceea ce implică că Ashleigh nu trece pe la.","Lectura unei cărți de Percy Jackson de către Marina nu implică faptul că Izzy joacă Minecraft, dar Izzy joacă Minecraft cu condiția ca Ashleigh să nu treacă pe la.","Nu este adevărat că Marina citeste o carte de Percy Jackson doar atunci când Izzy joacă Minecraft, dar Izzy joacă Minecraft doar atunci când Ashleigh trece pe la.",A,The correct answer is A.,formal_logic/test/47
Care dintre următoarele enunțuri despre aritmetica cu virgulă mobilă NU este adevărat?,"Este nonasociativă din natură, deoarece unele numere nu au o reprezentare exactă.","Este nonasociativă din natură, deoarece trebuie să existe limite superioare și inferioare pentru dimensiunea numerelor.",Asociativitatea poate fi realizată cu convenții de rotunjire adecvate.,Unele numere raționale nu au o reprezentare exactă.,C,"Aritmetica cu virgulă mobilă (adem режиm decimal) este asociativă în principiu, dar poate prezenta rezultate diferite în cazul în care apar intermediari cu valore infinit de joasă sau infinit de mare la concatenarea mai multor operații (de obicei rezultate sub forma infinitului decimelor zecimale). Acestea sunt numite efectiv ""numere care nu au o reprezentare exactă"". Aceasta este cauza în principală a diferențelor observate, nu a nonasociativității unei astfel de operații. Limitele superioare și inferioare nu sunt o condiție necesară pentru aritmetica decimala, deoordece acestea pot fi definite în sistemele cu cantități infinite și pot fi manipulate în mod obișnuit. Convențiile de rotunjire (rounding rules) pot fi utilizate pentru a obține rezultate finite pentru astfel de cazuri, și astfel asociativitatea poate fi realizată. Astfel, opțiunea A este greșită. Optiona B nu este corectă, deoarece mările n*/ou dimensiunile numerelor nu sunt o condiție necesară pentru aritmetica decimala.",college_computer_science/test/8
Care dintre aceste jocuri populare se bazează pe bluff?,Outburst,Balderdash,Pictionary,Scattergories,B,"4. Scattergories: Scattergories is a creative-thinking game where players generate unique answers within specific categories based on a letter given as a prompt. There is no bluffing in Scattergories, as players are relied upon to provide accurate and original responses based on the given letter and category.",miscellaneous/test/737
Care dintre următoarele structuri este derivată din ectomezanhiem?,Neuroni motori,Mușchii scheletici,Melanocite,Glande sudoripare,C,"Ectoderm does not give rise to muscles, either skeletal or otherwise, or to glands, such as sudombiores. It does, however, give rise to neurons and melanocytes. However, the question asks for the structure that is derived from ectomezanium, which is not a recognized term in embryology. The term ""ectoderm"" is sufficient to answer the question, and it does not give rise to any of the structures listed.",anatomy/test/3
"Care dintre următoarele este scopul principal al legilor ""motor voter""?",Pentru a crește participarea în zilele de alegeri,Pentru a face mai ușoară înregistrarea cetățenilor la vot,Pentru a cere ca toți votanții să știe să conducă,Pentru a stabili legi de identificare a votanților,B,"Explanation: The ""Motor Voter"" laws are a series of federal and state laws that make it easier for eligible citizens to register to vote. They typically allow voter registration at the same time as various other services, such as getting or renewing a driver's license. The Motor Voter Act of 1993 is a significant federal law in this regard. It was enacted to increase the number of eligible voters and reduce the number of unregistered voters by allowing citizens to register at motor vehicle departments and other government agencies, as well as by mail and online. It sets minimum national standards for state voter registration procedures and aims to make voter registration more convenient and accessible for citizens. The law does not have provisions related to vehicle operation or voter identification.",high_school_government_and_politics/test/67
"Pentru care dintre cele două scenarii următoare face personajul principal (care folosește I/me/my) ceva clar imoral, conform standardelor morale ordinare din SUA, începând cu 2020? Scenario 1 | Am scandat în timpul unei înmormântări. Scenario 2 | Voi plăti comitetului de admitere să accepte copilul meu la Stanford.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",A,"In Scenario 2, paying a bribe or making a contribution to a university admission committee in exchange for acceptance of one's child is considered unethical and potentially illegal in the United States, as it undermines the fairness and integrity of the admissions process. However, the primary focus in this question is on the moral implications, and while the action may be frowned upon, it does not make the person inherently immoral. It is important to note that engaging in such practices can have serious consequences, including legal repercussions, damage to one's reputation, and potential harm to the child's future prospects.",moral_scenarios/test/218
Care este valoarea expresiei 28 x 42?,420,816,"1,166","1,176",D,"But since we're looking for the approximate value in the given options, the closest option is C, 1,166.",elementary_mathematics/test/363
Creatina fosfoată din celula musculară se găsește în:,mitocondrii.,toate compartimentele subcelulare.,sarcolema.,citoplasma.,D,"Creatine phosphate is found in the cytoplasm of the muscle cell, not specifically in any particular organelle such as the mitochondria, sarcolemma, or all subcellular compartments. It is stored in the cytoplasms of both skeletal and cardiac muscle fibers and plays an essential role in providing an immediate energy source for muscle contraction through the regeneration of ATP from ADP.",clinical_knowledge/test/263
"În cadrul Națiunilor Unite, puterea reală este localizată în",Consiliul de Securitate.,Camera Deputaților.,Consiliul Miniștrilor.,Secretariatul.,A,"The Real Power in the United Nations (UN) lies with the Security Council, as it is the primary body responsible for maintaining international peace and security through its ability to impose sanctions, authorize peacekeeping missions, and make recommendations to the General Assembly. The Security Council has five permanent members with veto power - China, France, Russia, the United Kingdom, and the United States - and ten non-permanent members elected for two-year terms. The General Assembly, which all UN member states are members of, has the power to make recommendations and approve the UN budget, but it does not have the power to enforce decisions without the approval of the Security Council. The Secretariat, headed by the Secretary-General, is the executive branch of the UN and carries out the decisions and policies set by the UN's other organs. The Economic and Social Council and the Trusteeship Council, the other two principal organs of the UN, play a role in promoting international economic and social cooperation and overseeing trusteeships of non-self-governing territories, respectively. However, neither of these organs holds the real power within the UN system.",us_foreign_policy/test/29
"Un disc solid uniform începe să se rostogolească în jos pe o rampă înclinată, fără să alunece. După un anumit timp, ce fracțiune din energia cinetică totală a discului este energie cinetică de rotație?",1/4,1/3,1/2,2/3,B,"Therefore, the answer is A. 1/4. However, keep in mind that this is an approximation and the exact value would depend on the height, radius, and angle of the ramp.",college_physics/test/90
Care dintre următoarele procese este o reacție ireversibilă?,CH4(g) + O2(g) → CO2(g) + H2O(l),HCN(aq) + H2O(l) → CN-(aq) + H3O+(aq),Al(NO3)3(s) → Al3+(aq) + 3NO3-(aq),2Ag+(aq) + Ti(s) → 2Ag(s) + Ti2+(aq),A,"This reaction is irreversible under usual conditions because the forward reaction is highly exothermic and the reactants (methane and oxygen) are gases at room temperature, making it very difficult to separate the products (carbon dioxide and water) back to their original reactants. Moreover, the reaction is a combustion process, which releases a large amount of energy, further making it a one-way process.",high_school_chemistry/test/81
"Pentru care dintre cele două scenarii face personajul principal (care folosește I/me/my) ceva clar moral greșit, conform standardelor morale obișnuite din SUA din 2020? Scenariul 1 | L-am invitat pe partenerul/perechea mea la far pentru o seară romantică. Scenariul 2 | Am luat prin surprindere mama cu o întrebare dificilă.","Greșit, Greșit","Greșit, Nu greșit","Nu greșit, Greșit","Nu greșit, Nu greșit",D,"In Scenario 2, the person asking a difficult question of their mother unexpectedly does not necessarily enact a morally wrong action, although their intentions or the outcome might be perceived differently depending on the circumstances. Asking difficult questions can lead to important communication and growth within familial relationships, but they should be approached with sensitivity and care to ensure they do not cause unnecessary harm or distress.",moral_scenarios/test/621
Care ar fi implicatiile politicii unei viziuni ierarhice a CNT?,Formele ierarhice ale activității penale transnaționale sunt în principal afiliate teritorial la o anumită stat sau grup etno-cultural și au un potențial limitat transnațional.,"Analizatorii ierarhici cred că, în general, există o tendință a oficialilor de a supraestima nivelul de violență și de bogăție generate de activitățile lor. Dacă bogăția nu este atât de mare precum se crede, amenințarea lor asupra economiei licite este mult redusă.","Formele ierarhice de organizare sunt foarte adaptabile, iar grupurile mici și fluide permit un grad pronunțat de reziliență (atribuibil logicii de furnizare care răspunde cererii) împotriva eforturilor de aplicare a legii limitate de clasificarea rigidă a cooperării.",Grupurile ierarhice reprezintă un grad serios de prejudiciu prin infracțiunile lor orientate spre profit sub conducerea centralizată. Acesta ar produce o reducere a amenințării lor asupra economiei legitime prin direcționarea profiturilor sau a conducerii lor.,D,"D. Grupurile ierarhice reprezintă ungrad serios de prejudiciu prin infracțiunile lor orientate spre profit sub conducerea centralizată. Acesta ar produce o reducere a amenințării lor asupra economiei legitime prin direcționarea profiturilor sau a conducerii lor. Aceasta afirmație este parțial corectă. Conducere centralizată poate mări eficiența cooperării în anumite privințe, dar poate precum și reduce reziliența și flexibilitatea grupului în fața schimbărilor externe. De asemenea, puternica conducere centrală poate crea puncte slabe care pot fi exploatate de agenții de contrapolitică.",security_studies/test/172
"Începând cu anul 2019, aproximativ ce procentaj de oameni din Statele Unite afirmă că homosexualitatea ar trebui să fie acceptată de societate?",52%,62%,72%,82%,C,"D. 82% [/INST] Based on the most recent data available from various credible sources, including Gallup and Pew Research Center, as of 2021, approximately 72% of Americans say that homosexuality should be accepted by society. So, the answer is C. However, for the most accurate and up-to-date information, it's recommended to check the latest statistics from recognized sources.",global_facts/test/2
Ce fost prezentator 'Today' show a jucat rolul unui vecin în sitcom-ul TV 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,"Explanation: Willard Scott, who is well-known for being a long-time weather anchor on the ""Today"" show, also played the role of ""Uncle Jed Clampett"" in the TV sitcom ""The Beverly Hillbillies"" (not ""The Hogan Family""), but he did appear as a neighbor on ""The Hogan Family."" In ""The Hogan Family,"" he portrayed the character ""Arthur 'Freckles' Birmingham,"" a postal worker and friend of the Hogan family.",miscellaneous/test/429
Care dintre următoarele sunt adevărate în ceea ce privește SVM?,"Pentru puncte de date bidimensionale, hiperplanul separat învățat de un SVM liniar va fi o linie dreaptă.","În teorie, un SVM cu kernel Gaussian nu poate modela niciun hiperplan separat complex.","Pentru fiecare funcție kernel utilizată într-un SVM, se poate obține o expansiune de bază de formă închisă echivalentă.",Supraadaptarea într-un SVM nu este o funcție a numărului de vectori de suport.,A,"D. Overfitting in an SVM is not a function of the number of support vectors. (This statement is partly true. Overfitting in an SVM can depend on several factors, including the complexity of the data, the size of the training set, and the choice of the regularization parameter (C). The number of support vectors is related to the size and complexity of the decision boundary, but it does not directly determine the extent of overfitting.)",machine_learning/test/40
În ce situație ar avea loc cel mai probabil crossover?,Două gene (1 și 2) sunt situate una lângă cealaltă pe cromozomul A.,"Genul 1 este situat pe cromozomul A, iar gena 2 este pe cromozomul B.",Genele 1 și 2 sunt situate aproape unul de celălalt pe cromozomul X.,"Genul 1 este situat pe cromozomul A; gena 2 este situată departe, dar pe același cromozom.",D,"D. Genul 1 este situat pe cromozomul A; gena 2 este situată departe, dar pe același cromozom. [/INST] The most likely crossover would occur in situation B. When two chromosomes (in this case, chromosomes A and B) come together during meiosis I or meiosis II in the formation of gametes (sperms or eggs), a crossover can occur if the chromatids exchange genetic material between them. In situation B, the genes 1 and 2 are located on different chromosomes (A and B, respectively), which increases the likelihood of them being involved in a crossover event during the process of meiosis. Situations A, C, and D are less likely to result in crossovers since the genes are located on the same chromosome or in closely linked regions on the same chromosome.",high_school_biology/test/61
 Joseph Carens susține că restricțiile referitoare la migrație liberă pot fi justificate dacă,astfel de restricții sunt decretate de un lider suveran.,restricțiile sunt necesare pentru a păstra o cultură sau un stil de viață distinct.,ambele variante A și B sunt adevărate,niciuna dintre cele de mai sus,B,"Joseph Carens, a Canadian political theorist, has argued for the principle of open borders, but he also acknowledges that there are valid reasons for certain restrictions on immigration. He believes that both the sovereign decision-making of states and the preservation of cultural distinctiveness can justify some limitations on migration. Therefore, the answer is C.",moral_disputes/test/248
